player_id,old_player_id,player_name_j,player_name_e,nationality,player_slot_category,last_seen_team_id,last_seen_jersey_number,created_at,updated_at
51000187,45859,マシュー・ライト,Matthew Wright,フィリピン,外国籍選手,3013,7,2026-03-05 13:32:07.128183+00,2026-03-05 13:32:07.128183+00
51000277,,ロバート・フランクス,Robert Franks,アメリカ合衆国,外国籍選手,729,0,2026-02-24 05:57:28.719254+00,2026-02-24 05:57:28.719254+00
8651,,アンソニー・マクヘンリー,Anthony McHenry,アメリカ合衆国,外国籍選手,716,55,2026-03-05 23:27:06.34015+00,2026-03-05 23:27:06.34015+00
51000175,,モリス・ンドゥール,Maurice Ndour,セネガル,外国籍選手,729,5,2026-03-05 23:27:06.34015+00,2026-03-05 23:27:06.34015+00
51000384,,ガディアガ モハマド アルバシール,Mohammad Al Bachir Gadiaga,チャイニーズタイペイ,外国籍選手,693,0,2026-02-24 05:57:28.719254+00,2026-02-24 05:57:28.719254+00
51000260,,カール・タマヨ,Carl Tamayo,フィリピン,外国籍選手,701,33,2026-03-05 13:29:27.395803+00,2026-03-05 13:29:27.395803+00
51000394,,マイク・コッツァー,Maik Kotsar,エストニア,外国籍選手,694,21,2026-02-24 05:57:28.719254+00,2026-02-24 05:57:28.719254+00
5100000083,,ジェロード・ユトフ,Jarrod Uthoff,アメリカ合衆国,外国籍選手,699,1,2026-03-05 13:29:27.395803+00,2026-03-05 13:29:27.395803+00
51000284,,ベン・ベンティル,Ben Bentil,ガーナ,外国籍選手,713,50,2026-03-05 13:29:27.395803+00,2026-03-05 13:29:27.395803+00
51000413,,ジェハイヴ・フロイド,Jehyve Floyd,アメリカ合衆国,外国籍選手,712,20,2026-02-24 05:57:28.719254+00,2026-02-24 05:57:28.719254+00
51000313,,ジェイク・レイマン,Jake Layman,アメリカ合衆国,外国籍選手,728,10,2026-02-24 05:57:28.719254+00,2026-02-24 05:57:28.719254+00
51000335,,タナー・ライスナー,Paul Tanner Leissner,アメリカ合衆国,外国籍選手,693,15,2026-02-24 05:57:28.719254+00,2026-02-24 05:57:28.719254+00
9383,,ジャスティン・バーレル,Justin Burrell,アメリカ合衆国,外国籍選手,692,24,2026-03-05 23:27:06.34015+00,2026-03-05 23:27:06.34015+00
32989,,LJ・ピーク,L.J. PEAK,アメリカ合衆国,外国籍選手,712,5,2026-02-24 05:57:28.719254+00,2026-02-24 05:57:28.719254+00
5100000041,45861,王 偉嘉,Weijia Wang,中国,外国籍選手,3013,8,2026-03-05 13:32:07.128183+00,2026-03-05 13:32:07.128183+00
51000332,45850,チュアンシン・リュウ,Liu Chuanxing,中国,外国籍選手,3013,12,2026-03-05 13:32:07.128183+00,2026-03-05 13:32:07.128183+00
